,product_name_list,price_lst
333,ميستر كريسبس - بطاطا مقرمشة بنكهة الفلفل ٦٥ غرام,7.0
334,كوبوليفا - زيتون اسود شرائح ٣٦٠ غرام,15.0
335,السنبلة - قواعد بيتزا متوسطة ٣ حبات ٤٩٥ غرام,11.0
336,دريم ويب - مزيج من كريمة التزيين المخفوقة ٧٢ غرام,6.0
337,باطوق للعلك - مستكه طبيعية ٤٠ حبه,15.0
338,مكاتي -  حليب جوز الهند ٤١٤ مل,4.0
339,كيندر - بوينو قطعتان مغلفة فردياً ٤٣غرام,2.0
340,هرشيز - رقائق شوكولاتة شبه محلاة ٢٧٥ غرام,12.0
341,ساديا - صدور دجاج بالبقسماط ٤٨٠ غرام,9.0
342,بريك - أصابع ويفر بالشوكولاتة ٢٤*١٥.٥ غرام,12.0
343,طيبات الامارات - فطيرة ٥ قطع,4.0
344,بيرفيتو - مكرونة فيتوتشيني ٤٠٠ غرام,4.0
345,بوني - حليب مبخر كامل الدسم  ١٧٠غرام,3.0
346,مكفتيز دايجستف - كرات البسكويت مغطاة بشوكولاتة الحليب ١٢٠ غرام,7.0
347,ساديا - بطاطس مقلية مجمدة رفيعة ٢.٥ كغم,23.0
348,برينجلز - رقائق البطاطس بنكهة الشواء ١٦٥غرام,9.0
349,كادبري - شوكولاتة ديري ميلك بابلز ٤*٢٨ غرام  + ١ مجانا,6.0
350,الشفاء - عسل طبيعي ١ كغم,55.0
351,فيمتو - شراب بنكهة التوت ٢٥٠ مل,1.0
352,سيمبلي سفن - رقائق العدس بنكهة الهالبينو ٣.٦٥ اونصة,10.0
353,شوكابيك - رقائق القمح الكاملة بطعم الشوكولاتة  ٣٧٥ غرام,18.0
354,زيتون كالاماتا وسط,31.0
355,ساديا - ناجتس دجاج مقرمش ٢٧٠ غرام,11.0
356,لوتس - زبدة البسكويت قابلة للدهن ٤٠٠ غرام +١٠٠ غرام مجاناً,21.0
357,قودي - مايونيز لايت  ٣٣٢ مل,12.0
358,مارس مينيتورس - شوكولاتة بالحليب بالنوغة الطرية محشوة بالكراميل ١٥٠ غرام,13.0
359,سفن أب ٣٣٠ مل,2.0
360,تويكس- شوكولاتة  ميني  ٢٧٥ غرام,12.0
361,ام اند امز - حبات من الشوكولاتة محشوة فول سوداني بغلاف مقرمش١٨٠ غرام,13.0
362,تيشوب رينجو - ويفر رول  محشوة بالبندق والشوكولاتة  ١٢*١٦غرام,11.0
363,ناتشر فالي - ألواح الغرانولا المقرمشة بالشوفان والعسل ٦*٤٢ جرام,13.0
364,كويكر - كوكيز الشوفان مع قطع الشوكولاتة ١٢٦ غرام,6.0
365,قودي - فشار ٢٨٤غرام,4.0
366,ربيع - شاي التوليفة الفاخرة ١٠٠كيس,19.0
367,السنبلة - رقائق السبرنج رول ١٦٠ غرام,4.0
368,سفن اب ٢.٢٥لتر,8.0
369,ميرندا حمضيات ٢٤*٣٣٠ مل,59.0
370,ديليسيو - رائحة الفانيلا ٢٨ مل,2.0
371,السنبلة - بطاطس مقلية مجمدة ٢.٥ كغم,9.0
372,السنبلة - براتا بالطعم الآسيوي ٤٠٠ غرام,4.0
373,‌أولايت - زيت كانولا صافي ١.٨ لتر,20.0
374,رضوى - سيقان دجاج طازجة ٩٠٠ غرام,14.0
375,فقيه - دجاج مبرد طازج ٩٠٠ غرام,14.0
376,رنا - شطة ١٠٠  مل,1.0
377,مجدي - كمون ناعم ٩٠ غرام,5.0
378,فوستر كلاركس- دقيق الذرة (نشا) ٢٠٠غرام,2.0
379,ناشونال - شعيرية باكستانية ١٥٠ غرام,1.0
380,كوكو بوبس - رقائق إفطار مقرمشة بنكهة الشوكولاتة ٣٧٥ غرام,13.0
381,كلوقز - كورن فليكس مغطى بالسكر ٥٠٠ غرام,25.0
382,كريسبي - حلقات بنكهة الجبن ٢٣*١٢ غرام,11.0
383,الأسرة - سكر بني طبيعي ١ كغم,9.0
384,السنبلة - عجينة جلاش فاخرة ٥٠٠ غرام,8.0
385,نسكافيه كلاسيك - قهوة سريعة التحضير ١٠٠  غرام,12.0
386,قودي - مكرونة فيتوتشيني ٥٠٠ غرام,9.0
387,رينجو - رقائق بسكويت هشة محشوة بالشوكولاتة ١٢*١٦ غرام,11.0
388,شيتوس - كرنشي بالجبنة ٢٠٥غرام,7.0
389,برينجلز - رقائق البطاطس بنكهة الحراق١٦٥غرام,9.0
390,سان دالفور - مربى توت العليق الأحمر بدون سكر مضاف ٢٨٤ غرام,19.0
391,العيون -  مياة شرب معباة ٤٠*٣٣٠ مل,16.0
392,ليبتون - شاي مثلج بنكهة الخوخ ٣٢٠ مل,2.0
393,كيت كات-  أصابع ويفر الشوكولاتة ٤١.٥ غرام,2.0
394,اولكر - هالي كيك ٢٠*٢٦غرام,11.0
395,"السنبلة - رقائق هشة ""بف بيستري"" ٢٠ قطعة",12.0
396,مكفتيز دايجستف - كرات البسكويت مغطاة بالشوكولاتة الداكنة وشوكولاتة الحليب ١٢٠ غرام,7.0
397,نستله - كونتري كورن فليكس ٨٠٥ غرام,20.0
398,نور - زيت دوار الشمس ٣ لتر,26.0
399,تريفا - مكرونة ديتاليني ريجاتي ٤٠٠ غرام,2.0
400,بيرفيتو - مكرونة إيطالية ٥٠٠غرام,4.0
401,نستله - شوكولاتة ميني مشكلة ٤٨٠ غرام,19.0
402,هناء - مياه شرب معبأة ٢٤*٣٣٠ مل,10.0
403,كويكر - كوكيز الشوفان مع قطع الشوكولاتة ٣٠*٩ غرام,15.0
404,بيتي كروكر - خليط كوكيز بقطع الشوكولاتة ٤٩٦ غرام,13.0
405,سن توب - شراب برتقال ٢٤*٢٥٠ مل,21.0
406,الشفاء - عسل طبيعي ٥٠٠ غرام,21.0
407,فلوريدا ناتشورال - عصير بنكهة البرتقال مع اللب ٩٠٠ مل,10.0
408,دافيدوف - قهوة * ريتش اروما *  ١٠٠ غرام,20.0
409,بيرفيتو - شعيرية  ٢٥٠ غرام,4.0
410,بيك أب مينيز شوكولاتة  ١٠٦ غرام,10.0
411,هناء - طماطم مقطعة ٤٠٠ غرام,3.0
412,كلوقز - كوكو بوبس ٥٠٠ غرام,24.0
413,امريكانا - ناجت الدجاج المرحة ٤٠٠ غرام,15.0
414,أرض البركة - دقيق بر خليجي ١ كغم,4.0
415,ليز -رقائق البطاطس بنكهة الكاتشاب ١٦٠غرام,4.0
416,كندر - شوكو بنز رقائق مقرمشة بحشوة الحليب والكاكاو ٩٢ غرام,9.0
417,قودي - فطيرة سادة بالقمح الكامل ٤٨٠ غرام,8.0
418,ألوها - لحم تونة لايت خفيفة مع الزيت النباتي ١٨٥ غرام,5.0
419,قودي - مكرونة أنابيب ٥٠٠ غرام,4.0
420,ساديا - أنصاف صدور دجاج مجمدة بدون عظم وبدون جلد ٩٠٠ غرام,21.0
421,التنمية - دجاج طازج ٣*٧٠٠ غرام,34.0
422,أبازير - بذور الشيا العضوية ٢٠٠ غرام,26.0
423,هرشيز - شراب الشوكولاتة ٦٥٠ غرام,18.0
424,امريكانا - بوب كورن الدجاج ٧٥٠ غرام,16.0
425,كندر - شوكولاتة جوي  للبنات  ٣*٢٠ غرام,11.0
426,ليندت - اكسيلنس شوكولاتة غامقة ١٠٠ غرام,15.0
427,قودي - زبدة فول سوداني ناعمة ٣٤٠ غرام,9.0
428,بوني - حليب مبخر كامل الدسم ١٠X١٥غرام,4.0
429,قودي - مكرونة ٥٠٠ غرام,4.0
430,المراعي نجوم - عصير تفاح ١٨٠ مل,1.0
431,قودي - لايت لحم تونة مع زيت دوار الشمس ٩٠ غرام,4.0
432,كويكر - مكرونة بينيه بالشوفان ٤٥٠ غرام,5.0
433,فرشلي - فلفل اسود مطحون  ٨٥ غرام,13.0
434,حدائق اورينت - دبس رمان (٢٥٠غ),11.0
435,غندور يمامة - كيك الفراولة ١٢*٢٣ غرام,6.0
436,رقائق كنتري كورن فليكس بالعسل ٣٧٥ غرام,15.0
437,المراعي - عصير البرتقال ١.٥ لتر,4.0
438,ليبتون - شاي أسود العلامة الصفراء  ٢٥ كيس,5.0
439,الهدا - مياه شرب ٢٤×٠،٦لتر,17.0
440,قودي فيلور - حليب مكثف محلى كامل الدسم  ٣٩٥غرام,7.0
441,ليبز - كتشاب الطماطم ٧٦٠ غرام,13.0
442,باونتي ميني -  قطع شوكولاتة محشوة بالجوز الهند ٢٧٥ غرام,12.0
443,ام اند امز - حبات من الشوكولاتة بالحليب بغلاف مقرمش ١٨٠ غرام,13.0
444,ديمه - بسكويت بالتمر ١٨*٢٥ غرام,7.0
445,جالكسي - تشكيلة متنوعة من الكيك ٥*٣٠ غرام,12.0
446,نوفا - مياه معدنية ٤*٥ لتر,15.0
447,لامب وستون - بطاطس كريسكت مجمدة ٧٥٠ غرام,13.0
448,باونتي - شوكولاتة محشوة بجوز الهند ٥*٥٧ غرام,16.0
449,فرشلي - بابريكا فلفل حلو ٩٠.٧١ غرام,7.0
450,بينت بتر اند كو - زبدة فول سوداني خشنة ٤٥٤ غرام,22.0
451,دو - نقانق دجاج مطبوخة و مجمدة الطعم الأصلي ٤٠٠ غرام,3.0
452,جرينز - كارميل الأصلية ٤٩ غرام,1.0
453,ليون - لوح  شوكولاتة  ٤٢ غرام,2.0
454,بيبسي ١ لتر,4.0
455,بوني - حليب مبخر قليل الدسم ١٧٠ غرام,3.0
456,غندور وافل - وافل الكراميل ٢٤*٢٨ غرام,12.0
457,توفي كريسب ٣٨ غرام,2.0
458,حياة - عدس احمر مجروش ٥٠٠غرام,8.0
459,راوخ - شراب بنكهة التفاح ٢٥٠ مل,5.0
460,قودي - خل طبيعي  ٣.٧٤ لتر,11.0
461,فارم - سمن طبيعي نقي ٤٠٠ جرام,20.0
462,أروى - مياه شرب ٢٤*٥٠٠ مل,15.0
463,ماجي - خلطة الدجاج بالكزبرة والثوم ٣٤ غرام,5.0
464,المراعي - عصير مانجو ألفونسو مع اللب ١.٥ لتر,4.0
465,توفي لك - بسكويت بالكراميل والشوكولاتة بالحليب ١٢*٣٦ غرام,11.0
466,نسكافيه دولتشي - كبسولات قهوة لاتيه مكياتو كراميل   ١٦٨.٨ غرام,36.0
467,السنبلة - فاصوليا خضراء مقطعة مجمدة ٩٠٠ غرام,8.0
468,نسكافيه اربيانا - قهوة عربية بالهيل سريعة التحضير ٣*١٧ غرام,12.0
469,بلفيتا - نخالة غنية بالالياف ١٢*٦٢ غرام,12.0
470,الصافي - عصير تفاح ١.٥ لتر,4.0
471,مجدي - فلفل أحمر حلو ببريكا ٩٥ غرام,9.0
472,السنبلة - ذرة حلوة مجمدة ٤٥٠ غرام,9.0
473,الوليمة  - أرز بسمتي ستايل  أبيض ١٠ كغم,64.0
474,بيوقلز - قراقيش ذرة بالطعم الاصلي١٢٥غرام,6.0
475,مكفتيز - بسكويت  دايجستف الأصلي ٢٥٠ غرام,8.0
476,ماجي - شوربة الدجاج مع أحرف المعكرونة ٦٦ غرام,4.0
477,ماجي - خلطة البشاميل ٨٠ غرام,5.0
478,برينجلز  -  رقائق بطاطس بالنكهة الحارة  ٢٠٠ غرام ٢٠٪ كمية إضافية,8.0
479,فيتنس - لوح الرقائق بالفراولة ٦*٢٣.٥ غرام,16.0
480,سن كولا - شراب بطعم الكولا بدون غازات ٢٤*١٢٥ مل,12.0
481,لانجنيز - عسل نحل صافي ٥٠٠ غرام,36.0
482,ندى - عصير رمان ١.٥ لتر,9.0
483,ديمه - بسكويت نخالة ٣*٣٤٠ غرام,10.0
484,تاك تات - فلفل اسود مطحون ١٠٠ غرام,5.0
485,ساديا - دجاج مجمد ١٠*١٠٠٠ غرام,132.0
486,إندومي -  كوب شعيرية بنكهة الخضار ٦٥  غرام,2.0
487,كي دي دي - عصير الأناناس ٢٤*١٨٠ مل,39.0
488,جالكسي ميني - شوكولاتة بالحليب ناعمة وغنية مع البندق ١٥٠ غرام,12.0
489,دول - توت مجمد ٣٥٠ غرام,19.0
490,بون مامان - كراميل ٣٨٠ غرام,17.0
491,امريكانا - فرانك بقري ٣٧٥ غرام,8.0
492,قودي - مايونيز ٤٧٣  مل,11.0
493,نونغشيم - شعيرية سريعة التحضير شين رامن ١٢٠ غرام,4.0
494,فرشلي - كاتشب الطماطم ٥٦٧ غرام,8.0
495,علي كافيه - قهوة سريعة التحضير كلاسيك* ٣ في ١ * ( ٣٥ ظرف ),28.0
496,التنمية - دجاج مبرد طازج ١٢٠٠ غرام,14.0
497,كي دي دي - عصير الأناناس ٦*١٨٠ مل,9.0
498,زيتون عين الجمل / كغم,19.0
499,بيتي كروكر - خليط الكيكة الأبيض  ٥١٧ غرام,11.0
500,ليز - رقائق البطاطس بنكهة الكاتشاب ٢١غرام,1.0
501,فرشلي - حمص حب ٣٧٠ غرام,4.0
502,حدائق اورينت - بيكربونات الصوديوم ٣٤٠ غرام,6.0
503,هولز - حلوى بنكهة الكرز ٢٥ غرام,1.0
504,مونتانا - لب مانجو مجمد و محلى ١ كغم,5.0
505,السنبلة - خضروات مشكلة مجمدة ٩٠٠ غرام,8.0
506,بيريه - مياة معدنية غازية  ٤*٣٣٠ مل,19.0
507,الشفاء - عسل طبيعي  ٢٥٠غرام,22.0
508,مجدي - جوز هند  مبشور ٢٠٠ غرام,8.0
509,كوكا كولا ٣٣٠ مل,2.0
510,فوستر كلاركس -  مسحوق كاسترد ٤٥٠ غرام,6.0
511,سفن أب ٢٤*٣٣٠ مل,59.0
512,شيتوس كرنشي حار نار ١٢*٢٥ غرام,13.0
513,ريجليز اكسترا- علكة بالنعناع الحار٨٤  غرام,13.0
514,حلواني اخوان - فانيليا ٢٠ غرام,3.0
515,ماجي -  مكعبات مرقة الدجاج ٢٠ غرام,0.0
516,جالكسي - كيك الفانيليا ٥*٣٠ غرام,12.0
517,أبو كاس -  بابكر أرز بسمتي  ١٠ كيلو جرام,79.0
518,نيدو - حليب مجفف مدعم ١٨٠٠ غرام,59.0
519,تريفا - مكرونة أصداف ٤٠٠ غرام,3.0
520,نوتيلا -كريمة البندق مع الكاكاو واصابع الخبز ٥٢ غرام,5.0
521,بيتي كروكر - خليط كيك أبيض بالشوكولاتة ٥٠٠ غرام,11.0
522,هرشيز- بودرة كاكاو ٢٢٦غرام,23.0
523,نسكافيه دولتشي -كبسولات قهوة لاتيه ١٦٠ غرام,36.0
524,السنبلة - خضروات مشكلة مجمدة ٤٥٠ غرام,8.0
525,كيت كات - إصبعين ويفر بالشوكولاتة ١٠+٢*٢٠.٥ غرام,7.0
526,تلدا - أرز بسمتي ٥ كغم,68.0
527,لوتس - بسكويت بالكراميل ٥٠ حبة,19.0
528,ريسز - شوكولاتة بزبدة الفول السوداني ٥١  غرام,3.0
529,المراعي - عصير بنكهة الجوافه مع اللب ٢٠٠ مل,1.0
530,غندور يمامة - كيك البراونيز ١٢*٢٣ غرام,6.0
531,مارس - شكولاتة بالحليب بالنوغة الطرية محشوة بالكراميل ٦*٥١ جرام,19.0
532,نايتشر فالي - لوح مقرمش بالشوفان و اللوز المحمص ٦*٤٢ غرام,13.0
533,باريلا - بيستي جينوفيز صلصة الباستا ١٩٠غرام,17.0
534,إندومي - شعيرية سريعة التحضير بنكهة الدجاج الخاصة ٤٠*٧٥ غرام,43.0
535,سفن دايز - سويس رول بحشوة الفانيليا ١٢ *٢٠غرام,6.0
536,حياة - بقسماط ٣٠٠ غرام,3.0
537,البطل - دبّي سناكس الذرة اللذيذة بنكهة الطماطم الحلوة ١٨ غرام,0.0
538,نستله - كونتري كورن فليكس  ٧٠٠ غرام,20.0
539,ميموريز - بسكويت الشاي الفاخر ١٥٠ غرام,2.0
540,قودي - مكرونة إسباكتيني ٤٥٠ غرام,4.0
541,كندر - ميني شوكولاتة بالحليب ٢٠ حبة صغيرة ١٢٠ غرام,10.0
542,فيريرو روشيه - شوكولاتة بالبندق ٢٠٠ غرام,25.0
543,سفن دايز - كيك بار بحشوة الشكولاته  ١٢*٢٥ غرام,6.0
544,سفن أب ١٥*١٥٠ مل,25.0
545,أوريو - كوكيز الشوكولاتة بالحليب ١٦*٣٨ غرام,18.0
546,زيتون أسود شرائح,18.0
547,ربيع - شاي اكسبريس ( ١٠٠ كيس ),19.0
548,الصافي - عصير برتقال ١.٥ لتر,4.0
549,كابريس - ويفر الشوكولاتة ١١٥ غرام,9.0
550,فرشلي - أوراق الريحان  ٢٣ غرام,6.0
551,داناو - مشروب عصير بالحليب بنكهة البرتقال والمانجو  ٦*١٨٠ مل,5.0
552,كيت كات تشنكي ميني ٥٠٠ غرام,26.0
553,كوكا كولا  ٤٠٠ مل,2.0
554,إندومي - كوب شعيرية بنكهة كاري الدجاج ٦٠  غرام,2.0
555,ميموريز - بسكويت الشاي الفاخر ١٢*٨٠ غرام,11.0
556,ليز ماكس - رقائق البطاطس بالفلفل المكسيكي الحار ٥٠ غرام,2.0
557,قودي - تونا تندرينا ٨٠ غرام,4.0
558,كيت كات تشنكي ٤٦ غرام,2.0
559,جالكسي - كيك الكراميل ٥*٣٠ غرام,12.0
560,قودي - طماطم مقطعة في عصير الطماطم ٤٠٠ غرام,3.0
561,لوزين - كب كيك شوكولاتة ١٨*٣٠ غرام,10.0
562,بونس -  زيت زيتون بكر ممتاز ٥٠٠ مل,23.0
563,حياة - زيت نباتي للطبخ ١.٥ لتر,11.0
564,زيتون أخضر محشي اسباني,19.0
565,لورينز -شيبسلتين  رقائق البطاطا بنكهة الفلفل الأحمر ١٠٠ غرام,4.0
566,نادك -  زيت زيتون بكر ممتاز ٢٥٠ مل,12.0
567,ماجي - مرقة دجاج بالأعشاب الطبيعية ٨*١٠ غرام,4.0
568,"هالة - زيت نباتي صافي ١,٨ لتر",11.0
569,سنكرس - شكولاتة مع الكراميل والفول السوداني ٣٠٠ غرام,16.0
570,حلواني - سكر ابيض ٥ كغم,27.0
571,مكفتيز - بسكويت دايجستيف بالقمح لايت ٢٥٠ غرام,9.0
572,تريفا - شعيرية مقطعة ٤٠٠ غرام,3.0
573,تيشوب - بسكويت ماري ٩٠ غرام,1.0
574,المراعي - عصير عنب ١.٥ لتر,4.0
575,تسالي - رقائق البطاطس بالكاتشب ١٢*٢٨ غرام,13.0
576,المراعي - عصير الفراولة ١.٥ لتر,4.0
577,كامب فاير - مارشميللو صغيرة ٣٠٠ غرام,15.0
578,مكفيتيز دايجستف - كرات البسكويت مغطاة بالشوكولاتة الداكنة ١٢٠ غرام,7.0
579,كوفي مايت - مبيض قهوة لايت ٤٥٠ غرام,20.0
580,ليبتون - شاي مثلج بنكهة الفواكه الحمراء ٦*٣٢٠ مل,11.0
581,تسالي - رقائق بطاطس بالفلفل الحار ١٦٠ غرام,4.0
582,كلوقز - كورن فليكس ٧٥٠ غرام,15.0
583,شاي أحمد - شاي الإفطار إنجليزي ١٠٠ كيس شاي,17.0
584,ليز فورنو - رقائق البطاطس بالجبنة الأصلية ١٦٠ غرام,7.0
585,قودي - فاصوليا مطبوخة بصلصلة الطماطم ٤٢٠ غرام,4.0
586,برينجلز  -  رقائق بطاطس بنكهة صوص تكساس المشوي ٢٠٠ غرام ٢٠٪ كمية إضافية,8.0
587,ميستر كريسبس - كرات الجبنة الحارة ٨٠ غرام,7.0
588,فرشلي - فشار الميكروويف بنكهة الزبدة الطبيعية ٢٩٧ غرام,9.0
589,لونا - معجون طماطم ٨*١٣٥ غرام,8.0
590,ريو ماري - سلطة الخضار مع التونا الخلطة المكسيكية ٢*١٦٠ غرام,28.0
591,سن توب - شراب برتقال مدعم بفيتامين سي ٢٥٠ مل,1.0
592,المراعي - عصير بنكهة الاناناس والخوخ ٢٠٠ مل,1.0
593,كندر بوينو - ويفر بالشوكولاتة و كريمة البندق ٤+١*٤٣ غرام,10.0
594,فرشلي - ذرة حب ١٨٥ غرام,3.0
595,المراعي - حليب مجفف كامل الدسم ٢.٥ كغم,62.0
596,لواكر تورتينا - ويفر بالشوكولاتة ١٢٥ غرام,18.0
597,كريك كراك - رقائق البطاطس بالنكهة الخاصة ١٤٥غرام,3.0
598,ندى - عصير أناناس ١.٥ لتر,8.0
599,ليبتون - شاي العلامة الصفراء - شاي فرط ٤٠٠ غرام,18.0
600,السنبلة - شرائح البطاطس بالبهارات مجمدة ٧٥٠ غرام,9.0
601,تاك تات - سميد ناعم ٧٠٠ غرام,8.0
602,هاريبو - حلاوة جلي غولد بير ١٦٠ غرام,8.0
603,"السنبلة -رقائق هشة ""بف بيستري"" بالقمح الكامل بر ٤٠٠ غرام",8.0
604,الشفاء - عسل طبيعي  ٤٠٠غرام,31.0
605,إندومي - شعيرية سريعة التحضير بنكهة كاري الدجاج ٥*٧٥ غرام,6.0
606,كلينكس فيفا - مناديل للأغراض المنزلية ١٠ لفات + ٢ مجاناً,19.0
607,لندت - شوكولاتة داكنة ٨٥٪ كاكاو ١٠٠ غرام,15.0
608,كندر - شوكولاتة جوي للأولاد ٣*٢٠ غرام,11.0
609,ليندت - شوكولاتة داكنة مع البرتقال ١٠٠ غرام,15.0
610,ساديا - دجاج مجمد ١٣٠٠ غرام,21.0
611,المراعي - كوكتيل برتقال ٢٠٠ مل,1.0
612,جوديفا - لوح مضاعف بالشوكولاتة ٣٥ غرام,3.0
613,سيمبلي7 - رقائق الكالي بالليمون و زيت الزيتون  ٧٩ غرام,10.0
614,ابو قوس - حليب مبخر قليل الدسم ١٧٠ غرام,2.0
615,هاريبو - حلاوة  جلي كولا ١٦٠ غرام,8.0
616,العلالي - مسحوق الفانيلا  ٢٠ غرام,2.0
617,طعمة - حلاوة طحينية ساده ٢٥٠ غرام,8.0
618,كوكاكولا لايت ٣٣٠ مل,2.0
619,الوليمة - أرز مزة بسمتي ١٠ كغم,79.0
620,ليبتون - شاي أسود * أكثر تركيز *  ١٠٠ كيس,16.0
621,لورينز بومستيكس - بطاطس بالبابريكا ١٠٠ غرام,5.0
622,تاك تات - سميد ٢ كيلوغرام,14.0
623,المراعي نجوم - عصير برتقال ١٨٠ مل,1.0
624,مونتانا - بامية فاين مجمدة ٤٠٠ غرام,4.0
625,نسكافيه كلاسيك - قهوة سريعة التحضير ٣ في ١ ٢٤*٢٠ غرام,21.0
626,كادبري - شوكولاتة ديري ميلك بالأوريو ٣٨ غرام,3.0
627,تريفا - مكرونة أقلام مخططة ٤٠٠ غرام,3.0
628,فرشلي - فشار الميكروويف  ٩٤٪ خالي من الدسم و بنكهة الزبدة الطبيعية ٢٥٥ غرام,9.0
629,نوتيلا - بي ريدي ويفر محشو بالنوتيلا ٢٢ غرام,1.0
630,نيدو - حليب مجفف مدعم ٢٢٥٠ غرام + ٢٥٠ غرام  ( ١٠ % )  مجانا,54.0
631,فرشلي - خل أبيض ٩٠٧ مل,5.0
632,ليز - رقائق البطاطس بالجبن الفرنسي ١٦٠غرام,4.0
633,فيتنس - رقائق الحبوب الكاملة بالعسل واللوز ٣٥٥ غرام,22.0
634,امريكانا - كفتة بقري ١٠٠٠ غرام,16.0
635,نيدو - حليب مجفف مدعم ٢٥٠٠ غرام,79.0
636,اسناد - بهارات مشكل ٢٠٠ غرام,10.0
637,بيبسي ١٨* ٣٣٠ مل,37.0
638,رنا - شطة ٤٧٤ مل,4.0
639,ام اند امز - حبات  الشوكولاتة بالحليب صغيرة  بغلاف مقرمش ٣٠.٦ غرام,3.0
640,بينت بتر اند كو - زبدة فول سوداني بالشوكولاتة الداكنة ٤٥٤ غرام,30.0
641,كي دي دي - عصير البرتقال ١٠٠% طبيعي ١٨٠ مل,1.0
642,نسكافيه  جولد - قهوة  كابوتشينو سريعة التحضير ١٠*١٧ غرام,20.0
643,عزيمكو - ليمون ناشف امريكي ١٠٠ غرام,4.0
644,المراعي - سمن الزبدة النقي ٨٠٠ جرام,40.0
645,فرشلي - صلصة رانش٢٣٧ مل,7.0
646,أكوافينا - مياه شرب ٢٤*٦٠٠ مل,13.0
647,بيتي كروكر - خليط البراوني بالشوكولاتة ٤٩٦ غرام,13.0
648,مكفيتيز دايجستف - كرات البسكويت مغطاة بشوكولاتة الحليب مع الكراميل ١٢٠ غرام,7.0
649,عابد - جيلاتين بودرة ٧٠ غرام,9.0
650,فيتنس - لوح الرقائق بالشوكولاتة ٢٣.٥ غرام,3.0
651,كوبوليفا - زيتون اخضر شرائح ١١٤ غرام,5.0
652,ساديا - أفخاذ دجاج رفيعة مجمدة مع عظم وجلد ٩٠٠ غرام,18.0
